"ID番号","_03"
"氏名",""
"性別",不明
"年齢",0
"身長(cm)","-----"
"体重(kg)","-----"
"トライアル番号",1
"病名",""
"メモ",""
"検査者",""
"杖",未使用
"計測時間(秒)",5
"計測周期(Hz)",100
"検査日付","2023/06/23 22:38:04"
"時間範囲(秒)","0.00 - 5.00"
"総合COP 総軌跡長（cm）",234.05
"総合COP 速度（cm/秒）", 69.45
"総合COP 矩形面積（c ㎡）",4376.01
"総合COP 左右幅（cm）", 19.99
"総合COP 前後幅（cm）",218.91
"総合COP Y 方向軌跡長（cm）", 76.43
"総合COP Y 方向単位軌跡長（cm/秒）", 22.68
"総合COP X 方向軌跡長（cm）",218.91
"総合COP X 方向単位軌跡長（cm/秒）", 64.96
"時間(秒)","総合COP X 座標（cm）","総合COP Y 座標（cm）","総合COP 速度（cm/秒）","総合COP X 方向単位軌跡長（cm/秒）","総合COP Y 方向単位軌跡長（cm/秒）"
  4.58,"-.--","-.--","-.--","-.--","-.--"
  4.59,"-.--","-.--","-.--","-.--","-.--"
  4.60,"-.--","-.--","-.--","-.--","-.--"
  4.61,"-.--","-.--","-.--","-.--","-.--"
  4.62,"-.--","-.--","-.--","-.--","-.--"
  4.63,"-.--","-.--","-.--","-.--","-.--"
  4.64,"-.--","-.--","-.--","-.--","-.--"
  4.65,"-.--","-.--","-.--","-.--","-.--"
  4.66,"-.--","-.--","-.--","-.--","-.--"
  4.67,"-.--","-.--","-.--","-.--","-.--"
  4.68,"-.--","-.--","-.--","-.--","-.--"
  4.69,"-.--","-.--","-.--","-.--","-.--"
  4.70,"-.--","-.--","-.--","-.--","-.--"
  4.71,"-.--","-.--","-.--","-.--","-.--"
  4.72,"-.--","-.--","-.--","-.--","-.--"
  4.73,"-.--","-.--","-.--","-.--","-.--"
  4.74,"-.--","-.--","-.--","-.--","-.--"
  4.75,"-.--","-.--","-.--","-.--","-.--"
  4.76,"-.--","-.--","-.--","-.--","-.--"
  4.77,"-.--","-.--","-.--","-.--","-.--"
  4.78,"-.--","-.--","-.--","-.--","-.--"
  4.79,"-.--","-.--","-.--","-.--","-.--"
  4.80,"-.--","-.--","-.--","-.--","-.--"
  4.81,"-.--","-.--","-.--","-.--","-.--"
  4.82,"-.--","-.--","-.--","-.--","-.--"
  4.83,"-.--","-.--","-.--","-.--","-.--"
  4.84,"-.--","-.--","-.--","-.--","-.--"
  4.85,"-.--","-.--","-.--","-.--","-.--"
  4.86,"-.--","-.--","-.--","-.--","-.--"
  4.87,"-.--","-.--","-.--","-.--","-.--"
  4.88,"-.--","-.--","-.--","-.--","-.--"
  4.89,"-.--","-.--","-.--","-.--","-.--"
  4.90,"-.--","-.--","-.--","-.--","-.--"
  4.91,"-.--","-.--","-.--","-.--","-.--"
  4.92,"-.--","-.--","-.--","-.--","-.--"
  4.93,"-.--","-.--","-.--","-.--","-.--"
  4.94,"-.--","-.--","-.--","-.--","-.--"
  4.95,"-.--","-.--","-.--","-.--","-.--"
  4.96,"-.--","-.--","-.--","-.--","-.--"
  4.97,"-.--","-.--","-.--","-.--","-.--"
  4.98,"-.--","-.--","-.--","-.--","-.--"
  4.99,"-.--","-.--","-.--","-.--","-.--"
  5.00,"-.--","-.--","-.--","-.--","-.--"
